App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6004427,HDR,08/23/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6000224,HDR,07/06/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007974,HDR,10/01/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6005185,HDR,08/31/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5996918,HDR,05/24/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5997201,HDR,05/27/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004843,HDR,08/27/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008605,HDR,10/07/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6005294,HDR,09/01/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6008802,HDR,10/10/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5996263,HDR,05/16/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5992232,HDR,03/17/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
5993221,HDR,04/01/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5994648,HDR,04/24/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005418,HDR,09/03/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6003731,HDR,08/15/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6004495,HDR,08/23/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008107,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5996969,HDR,05/25/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6002275,HDR,07/29/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5999226,HDR,06/22/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008640,HDR,10/07/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6003848,HDR,08/16/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004256,HDR,08/21/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6008401,HDR,10/05/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5992516,HDR,03/22/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6005842,HDR,09/09/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6001760,HDR,07/23/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5992112,HDR,03/16/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6009058,HDR,10/12/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008973,HDR,10/12/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007463,HDR,09/26/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5988088,HDR,01/03/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005672,HDR,09/07/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6008766,HDR,10/09/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6002682,HDR,08/03/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007697,HDR,09/28/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007710,HDR,09/28/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007555,HDR,09/27/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008185,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5992728,HDR,03/24/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004748,HDR,08/26/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6003820,HDR,08/16/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6006596,HDR,09/17/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6003368,HDR,08/10/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005110,HDR,08/30/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008191,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6003687,HDR,08/15/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008519,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6003136,HDR,08/09/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6002508,HDR,08/01/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,10/14/2022 11:00:04 AM
6005844,HDR,09/09/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6003570,HDR,08/13/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5994136,HDR,04/17/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007284,HDR,09/24/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5994665,HDR,04/25/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6008035,HDR,10/02/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5993926,HDR,04/13/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6006566,HDR,09/16/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5993047,HDR,03/30/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5994812,HDR,04/26/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6001302,HDR,07/18/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6002936,HDR,08/05/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6000651,HDR,07/12/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6007617,HDR,09/27/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006099,HDR,09/12/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5996748,HDR,05/23/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6006796,HDR,09/19/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6001979,HDR,07/26/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6008007,HDR,10/01/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007049,HDR,09/21/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6001816,HDR,07/24/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5997660,HDR,06/03/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007686,HDR,09/28/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6002182,HDR,07/28/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5992779,HDR,03/25/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5994612,HDR,04/23/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5988481,HDR,01/10/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6006940,HDR,09/20/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6008765,HDR,10/09/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5988476,HDR,01/10/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6001230,HDR,07/18/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5999893,HDR,06/30/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5989100,HDR,01/20/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6007232,HDR,09/23/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5921788,HDR,02/06/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6005030,HDR,08/30/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008520,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6002695,HDR,08/03/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5998333,HDR,06/11/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
5997309,HDR,05/31/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6006683,HDR,09/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5996152,HDR,05/14/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,10/14/2022 11:00:04 AM
6008217,HDR,10/04/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
5997772,HDR,06/06/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5991035,HDR,02/28/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006768,HDR,09/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004740,HDR,08/25/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6008297,HDR,10/04/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6006238,HDR,09/14/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5998470,HDR,06/13/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006215,HDR,09/13/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6002725,HDR,08/03/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006637,HDR,09/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5996447,HDR,05/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6009042,HDR,10/12/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6001292,HDR,07/18/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5992136,HDR,03/16/2022,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/14/2022 11:00:04 AM
6004186,HDR,08/19/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5990833,HDR,02/24/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005214,HDR,09/01/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5996728,HDR,05/22/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/14/2022 11:00:04 AM
6007796,HDR,09/29/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6008412,HDR,10/05/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6009188,HDR,10/13/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6002131,HDR,07/27/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6001898,HDR,07/25/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/14/2022 11:00:04 AM
6007581,HDR,09/27/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007259,HDR,09/23/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006417,HDR,09/15/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5997839,HDR,06/06/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5921779,HDR,02/06/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/14/2022 11:00:04 AM
6005012,HDR,08/29/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6002698,HDR,08/03/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5993531,HDR,04/06/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005029,HDR,08/30/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007271,HDR,09/23/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006139,HDR,09/13/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6001152,HDR,07/17/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008006,HDR,10/01/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6001508,HDR,07/20/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6006804,HDR,09/19/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007465,HDR,09/26/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6001059,HDR,07/15/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5990352,HDR,02/15/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5990663,HDR,02/21/2022,Denied,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008537,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6000883,HDR,07/13/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6004984,HDR,08/29/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005010,HDR,08/29/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5988591,HDR,01/11/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6004484,HDR,08/23/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007223,HDR,09/23/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
5996912,HDR,05/24/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6008602,HDR,10/07/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006402,HDR,09/15/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6002587,HDR,08/02/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5995291,HDR,05/04/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6007706,HDR,09/28/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6008098,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5991047,HDR,02/28/2022,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/14/2022 11:00:04 AM
6002986,HDR,08/07/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5988246,HDR,01/05/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004184,HDR,08/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007589,HDR,09/27/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5998457,HDR,06/13/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/14/2022 11:00:04 AM
6003561,HDR,08/12/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6002364,HDR,07/31/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6005084,HDR,08/30/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5990907,HDR,02/25/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008277,HDR,10/04/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005984,HDR,09/11/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007759,HDR,09/29/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5995494,HDR,05/06/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6005826,HDR,09/09/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6005128,HDR,08/31/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6007785,HDR,09/29/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5988500,HDR,01/10/2022,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/14/2022 11:00:04 AM
6000550,HDR,07/11/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/14/2022 11:00:04 AM
6008321,HDR,10/04/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6002819,HDR,08/04/2022,Pending Fitness Interview,10/18/2022,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6001271,HDR,07/18/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005480,HDR,09/04/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6003659,HDR,08/14/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5993654,HDR,04/08/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008942,HDR,10/11/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6003313,HDR,08/10/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6009125,HDR,10/13/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
